0,4
1,4
2,10
3,8
4,13
5,3
6,6
6,14
7,15
8,11
9,13
10,11
11,10
12,13
13,2
13,4
14,3
15,6
16,15
17,12
18,15
19,9
20,1
21,12
22,9
23,9
24,7
24,11
25,9
26,1
27,7
28,13
29,7
30,3
31,7
32,9
33,14
34,4
34,14
35,1
35,5
36,10
37,12
38,4
39,12
40,15
41,11
42,7
43,4
44,1
45,3
46,14
46,15
47,3
48,8
49,14
50,7
51,14
52,6
53,0
54,14
54,15
55,6
55,7
56,14
57,0
58,14
59,9
60,13
61,12
62,4
63,11
64,4
65,11
66,2
67,13
68,9
69,13
70,12
70,13
71,14
72,5
73,3
74,11
75,5
76,0
77,0
78,10
79,11
80,9
81,9
82,10
83,11
84,6
85,0
86,10
86,7
87,5
88,15
89,13
90,8
91,15
92,15
93,7
93,4
94,11
94,8
95,11
96,11
97,9
98,13
99,8
100,1
101,8
102,12
103,15
104,2
105,1
106,5
107,3
108,7
109,7
110,13
111,0
112,2
113,9
114,6
115,12
116,7
117,14
118,10
119,0
120,11
121,10
122,2
123,0
124,7
125,12
125,0
126,1
126,13
127,7
128,0
128,1
129,5
130,9
131,13
132,5
132,3
133,11
134,9
135,14
136,0
137,12
138,15
139,15
140,11
141,8
142,4
143,6
143,8
144,12
144,5
145,6
146,0
147,3
148,10
149,10
150,12
151,10
152,8
153,1
154,13
155,8
156,7
157,5
158,0
159,13
160,10
161,5
162,10
163,3
164,6
165,11
166,2
166,9
167,14
168,0
169,1
170,1
171,2
171,15
172,1
173,14
174,12
175,13
176,15
177,10
178,12
179,15
180,2
180,6
181,6
182,5
183,10
184,0
185,11
185,5
186,2
187,8
188,9
189,4
190,10
191,8
192,8
193,8
194,12
195,2
196,8
197,0
198,8
199,12
200,0
201,9
202,5
202,14
203,12
204,15
205,4
206,4
207,8
208,2
209,4
210,2
211,4
211,14
212,15
213,7
214,11
215,10
216,2
217,3
218,8
219,4
220,7
221,13
222,6
223,0
224,14
225,14
226,13
226,3
227,9
228,7
229,1
230,15
230,10
231,1
232,10
233,12
233,8
234,12
235,5
236,7
237,0
238,1
239,5
240,5
241,11
242,5
243,11
244,2
245,13
246,10
247,0
248,3
249,13
250,8
251,9
252,12
253,13
254,8
255,0
256,13
257,2
257,6
258,3
258,8
259,6
260,0
261,6
262,11
263,11
264,13
265,5
266,13
267,9
268,4
269,3
270,12
271,1
272,11
273,9
274,12
274,11
275,15
276,6
277,3
278,4
279,13
280,12
281,10
282,11
283,6
284,10
285,11
286,13
287,6
288,13
289,0
290,13
291,13
292,13
293,7
293,10
294,3
295,9
296,4
297,8
298,6
299,1
300,10
301,10
302,8
303,0
304,12
305,5
306,1
307,15
307,6
308,0
309,4
310,2
311,2
312,0
313,3
314,4
315,13
316,2
316,8
317,4
318,15
319,14
320,1
321,2
321,15
322,4
323,8
324,2
325,13
325,6
326,7
326,11
327,0
328,3
329,12
329,13
330,10
331,3
332,7
333,4
334,8
335,13
335,2
336,12
337,7
338,10
339,4
340,3
341,10
342,1
343,0
344,4
345,6
345,4
346,3
347,15
347,7
348,0
349,12
350,10
351,1
352,6
353,10
354,8
355,6
356,10
357,0
358,15
359,8
360,7
361,13
362,5
363,3
364,7
365,0
366,13
367,14
367,2
368,12
369,10
370,1
371,6
372,13
373,6
374,8
375,15
376,1
377,0
378,3
379,1
380,7
381,8
382,7
383,8
384,3
385,15
386,0
387,4
388,10
389,6
390,1
391,6
392,2
393,3
394,10
395,8
395,7
396,11
397,2
398,3
399,1
400,4
401,14
402,6
403,6
403,12
404,0
405,0
406,1
407,10
408,15
409,5
410,9
411,14
412,0
413,4
414,0
415,15
416,12
417,15
418,14
419,0
419,8
420,2
421,4
422,2
423,12
424,4
425,10
426,1
427,15
428,12
429,11
430,8
431,6
432,5
433,1
434,4
435,3
436,1
437,6
438,10
439,0
440,15
441,0
442,13
443,8
444,10
445,2
446,4
447,12
448,11
449,5
450,7
451,0
452,4
453,14
454,0
455,10
456,5
457,10
458,4
459,14
460,6
461,13
462,8
463,13
464,15
465,10
466,12
466,14
467,8
468,8
469,11
470,3
471,3
472,12
473,5
474,5
475,15
476,15
477,9
477,0
478,13
479,6
480,5
481,10
482,7
483,15
484,6
485,14
485,13
486,2
487,6
488,2
489,12
490,5
491,13
492,15
493,12
494,14
495,14
496,14
497,3
498,12
499,7
500,12
501,10
502,8
502,13
503,6
504,13
505,7
506,2
507,4
508,3
509,2
510,6
511,0
512,11
513,1
514,11
514,12
515,5
516,9
517,5
518,3
519,7
519,10
520,3
521,10
522,7
523,0
524,7
525,0
526,6
527,4
528,7
529,14
530,9
530,2
531,5
532,11
533,9
533,4
534,12
535,7
536,7
537,0
538,7
539,5
540,5
541,7
542,9
543,5
544,2
545,4
546,7
547,4
548,13
549,3
550,3
551,8
552,14
553,12
554,13
555,8
556,13
557,11
558,14
559,4
560,2
561,8
561,12
562,0
563,5
564,4
565,14
566,14
567,0
568,4
569,3
569,6
570,13
571,7
572,3
573,0
574,2
574,14
575,15
576,10
577,8
578,10
579,3
580,13
581,9
582,15
583,4
583,2
584,5
585,0
586,14
587,13
588,6
589,5
590,15
591,1
592,12
593,9
594,13
594,0
595,3
596,10
597,14
598,2
599,14
600,6
601,11
602,5
603,13
604,0
605,6
606,2
607,10
608,4
609,12
610,10
611,4
612,7
613,2
614,12
615,2
616,7
617,6
618,15
619,13
620,11
621,8
622,10
623,14
624,15
625,3
626,8
627,1
628,6
629,9
630,9
631,1
631,10
632,8
633,1
634,9
635,6
636,9
637,5
638,4
639,4
640,3
641,13
642,8
643,11
644,8
645,12
646,3
647,12
648,3
649,13
650,8
651,5
652,0
653,13
653,3
654,1
655,2
655,6
656,6
657,13
658,9
659,12
660,10
661,5
662,7
663,0
663,12
664,2
665,5
666,6
667,6
668,13
669,2
669,15
670,5
671,6
671,1
672,9
673,6
674,13
675,5
676,14
677,8
678,2
679,4
680,5
680,14
681,9
682,12
683,12
684,10
685,14
686,10
687,3
688,5
689,7
690,13
690,9
691,11
691,2
692,7
693,10
694,15
695,4
696,4
697,6
698,7
698,0
699,11
700,10
701,15
702,9
702,1
703,14
704,10
705,12
706,12
707,0
708,3
709,12
710,8
711,13
712,5
712,14
713,12
714,1
715,11
716,8
717,7
718,6
719,6
720,9
721,5
722,7
723,3
724,3
724,1
725,15
726,11
727,14
728,9
729,12
730,0
731,11
732,2
733,7
734,9
735,10
735,6
736,0
